순위,도서명,저자,출판사,출판일,가격,링크
735,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오 (큰글자책)","현병욱(오땡큐), 신수진",시프트,2026년 02월,"39,000",https://www.yes24.com/product/goods/176920892
736,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,"전은재, 민지영, 문수민, 앤미디어",길벗,2026년 02월,"24,300",https://www.yes24.com/product/goods/176914166
737,기본기부터 다시 새기는 러스트 특강,"욘 옝세, 장현희",인사이트(insight),2026년 02월,"29,700",https://www.yes24.com/product/goods/176914164
738,팔란티어처럼 해체하고 연결하고 장악하라,정관영,골든래빗,2026년 02월,"21,600",https://www.yes24.com/product/goods/176538801
739,생성형AI 프롬프트 디자인,한국생성형AI연구원,광문각출판미디어,2026년 02월,"30,000",https://www.yes24.com/product/goods/175912211
740,아두이노 프로그래밍,"강성묵, 정보권",생능출판사,2026년 01월,"35,000",https://www.yes24.com/product/goods/175863613
741,"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기",이현,천그루숲,2026년 01월,"16,200",https://www.yes24.com/product/goods/175523653
742,그림으로 배우는 가상화 구조,"스즈키 켄지, 무네무라 타쿠미, 마루야마 카츠야스, 오우 쇼, 김성훈",영진닷컴,2026년 01월,"15,300",https://www.yes24.com/product/goods/175392034
743,"우리, 프로그래머들 We, Programmers","로버트 C. 마틴, 최희철",길벗,2026년 01월,"27,900",https://www.yes24.com/product/goods/175232277
744,"IT@CookBook, 유니티 입문","이종원, 신유철, 이승환",한빛아카데미,2026년 01월,"33,000",https://www.yes24.com/product/goods/175226784
745,출근길에 읽고 퇴근길에 완성하는 바이브 코딩,노승헌,더 타이즈,2026년 02월,"19,800",https://www.yes24.com/product/goods/175226781
746,AI 프로젝트 100% 성공을 위한 체크리스트 17,유진호,책만,2026년 01월,"25,200",https://www.yes24.com/product/goods/175133788
747,AI 디자인 활용백과,채시은,스마트북스,2026년 01월,"22,500",https://www.yes24.com/product/goods/175122641
748,심리상담과 AI의 융합 (큰글자책),이혜숙,커뮤니케이션북스,2026년 01월,"25,000",https://www.yes24.com/product/goods/175110074
749,네이버 블로그 역제안 가이드,마케터C(김명경),한빛미디어,2026년 02월,"19,800",https://www.yes24.com/product/goods/174795790
750,마인크래프트 블록 완벽 가이드,"Mojang Studio, 강세중",영진닷컴,2026년 01월,"22,500",https://www.yes24.com/product/goods/174753625
751,MK에디션 CES 2026,매일경제 CES 특별취재팀,매일경제신문사,2026년 01월,"18,000",https://www.yes24.com/product/goods/174267330
752,디지털 게임 레벨 디자인 가이드,김익환,다윈의서재,2026년 01월,"65,000",https://www.yes24.com/product/goods/174031964
753,AI와 심리적 안정감,원미영,커뮤니케이션북스,2026년 01월,"12,000",https://www.yes24.com/product/goods/174028749
754,인공지능이 답할 때 교육은 무엇을 묻는가,함영기,에듀니티교육연구소(에듀니티),2026년 01월,"18,000",https://www.yes24.com/product/goods/173183477
755,모던 API 아키텍처 설계 전략,"제임스 고프, 대니얼 브라이언트, 매튜 어번, 장현희",책만,2026년 01월,"28,800",https://www.yes24.com/product/goods/173033853
756,포토샵 & 일러스트레이터 & 인디자인 CC 2026,"김경미, 최리진",생능북스,2026년 01월,"22,500",https://www.yes24.com/product/goods/172532517
757,코틀린&스프링 부트로 개발은 처음인데요,정보근,더 타이즈,2026년 01월,"29,700",https://www.yes24.com/product/goods/171651782
758,코딩런 반려동물키우기  with 엔트리,놀이교육콘텐츠랩,마린북스,2025년 12월,"13,500",https://www.yes24.com/product/goods/171013891
759,포토샵+일러스트레이터 CC 2026 무작정 따라하기,"문수민, 민지영, 앤미디어, 전은재",길벗,2026년 01월,"23,400",https://www.yes24.com/product/goods/170998602
760,현직교사가 만든 가장 쉬운 미리캔버스 수업 활용! MiriCanvas(미리캔버스)로 무엇이든 만들 수 있다,"김동은, 김효민, 박채린, 이희정, 임준열",광문각출판미디어,2025년 12월,"21,000",https://www.yes24.com/product/goods/170378306
761,리더는 AI에게 질문하지 않는다,김희연,북피움,2026년 01월,"20,700",https://www.yes24.com/product/goods/168871803
762,이펙티브 타입스크립트 2판,"댄 밴더캄, 장원호",인사이트(insight),2025년 12월,"31,500",https://www.yes24.com/product/goods/168759478
763,"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성",김동학,골든래빗,2026년 01월,"25,200",https://www.yes24.com/product/goods/168451090
764,AI 잘 쓰는 디자이너,전하린,이지스퍼블리싱,2025년 12월,"18,900",https://www.yes24.com/product/goods/168263935
765,따라 하면서 완성하는 AWS 인프라 구축 입문,최진영(럭키바닐라 3세),위키북스,2026년 01월,"31,500",https://www.yes24.com/product/goods/168228070
766,"Dify, 코딩 없이 AI 앱 개발의 시작","멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 12월,"22,500",https://www.yes24.com/product/goods/168226328
767,일잘러의 무기가 되는 엑셀 대시보드,최준선,한빛미디어,2025년 12월,"24,300",https://www.yes24.com/product/goods/167785232
768,주얼리 디자인을 위한 미드저니(Midjourney) 가이드,김규승,청담북스,2025년 11월,"23,750",https://www.yes24.com/product/goods/167600356
769,AI 자율학습 밑바닥부터 배우는 AI 에이전트,다비드스튜디오,길벗,2025년 12월,"21,600",https://www.yes24.com/product/goods/167584729
770,피지컬 AI 컴퓨팅 센서편,"김석진, 박경민, 신승호",골든벨,2026년 01월,"31,350",https://www.yes24.com/product/goods/167582352
771,AI와 언어학,이은송,커뮤니케이션북스,2025년 12월,"12,000",https://www.yes24.com/product/goods/167496127
772,키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI,놀이교육콘텐츠랩,마린북스,2025년 11월,"12,600",https://www.yes24.com/product/goods/167455912
773,AI와 패션 디자인 (큰글자책),"마진주, 정연이",커뮤니케이션북스,2025년 12월,"25,000",https://www.yes24.com/product/goods/167400777
774,키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI,놀이교육콘텐츠랩,마린북스,2025년 11월,"12,600",https://www.yes24.com/product/goods/167388454
775,AI 법률문서 작성법 : 형사사건편,김종엽,박영사,2025년 12월,"28,000",https://www.yes24.com/product/goods/167387442
776,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,김진환,골든래빗,2025년 12월,"23,400",https://www.yes24.com/product/goods/167384326
777,Do it! HTML+CSS 웹 표준의 정석,고경희,이지스퍼블리싱,2025년 11월,"26,550",https://www.yes24.com/product/goods/167131962
778,한 권으로 끝내는 올인원 피그마,오시내,제이펍,2025년 12월,"31,500",https://www.yes24.com/product/goods/165483454
779,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,"이서영, 유상숙, 양지현, 이상현",광문각출판미디어,2025년 11월,"19,000",https://www.yes24.com/product/goods/165325500
780,Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문,이규호,콩콩 컴퍼니,2025년 10월,"29,400",https://www.yes24.com/product/goods/165140030
781,공공기관 업무혁신을 위한 AI플레이북,"신철, 김용환, 권영우, 최은호, 전영달, 윤기영, 김근오",6G웰니스,2025년 11월,"20,700",https://www.yes24.com/product/goods/164912355
782,AI와 무용 교육,김경미,커뮤니케이션북스,2025년 11월,"12,000",https://www.yes24.com/product/goods/164773671
783,도메인 주도 설계를 위한 함수형 프로그래밍,"스콧 블라신, 박주형",제이펍,2025년 11월,"28,800",https://www.yes24.com/product/goods/164512812
784,PyTorch로 배우는 딥러닝과 생성형 AI,박유성,자유아카데미,2025년 11월,"43,000",https://www.yes24.com/product/goods/163744828
785,직장인을 위한 미드저니 이미지 & 영상 제작,"고희청, 박범희",성안당,2025년 11월,"24,300",https://www.yes24.com/product/goods/163598008
786,파이썬 for Beginner,우재남,한빛아카데미,2025년 11월,"26,000",https://www.yes24.com/product/goods/162993187
787,AI 개발자가 되고 싶으세요?,"배휘동, 홍석용, 오현우, 정금호, 최남규, 정보 더 보기/감추기, 배휘동, 홍석용, 오현우, 정금호, 최남규, 김성완",로드북,2025년 11월,"22,500",https://www.yes24.com/product/goods/162211876
788,레트로 게임 만들기 with 파이썬,"조수현, 김이현, 이승현, 노근우",루비페이퍼,2025년 11월,"31,500",https://www.yes24.com/product/goods/162178083
789,바이브 코딩,이석현,아이콕스(iCox),2025년 11월,"24,300",https://www.yes24.com/product/goods/161924116
790,운영체제,"박규석, 배인한, 김영찬",생능출판사,2025년 11월,"28,000",https://www.yes24.com/product/goods/161918303
791,PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC,원동현,청담북스,2025년 10월,"19,000",https://www.yes24.com/product/goods/161614247
792,PLAY! SOLIDWORKS 2026 PART BASIC,원동현,청담북스,2025년 10월,"20,900",https://www.yes24.com/product/goods/161611894
793,핸즈온 바이브 코딩,정도현,한빛미디어,2025년 10월,"19,800",https://www.yes24.com/product/goods/160603535
794,파이썬으로 시작하는 머신러닝+딥러닝,강지영,아이리포,2025년 11월,"25,200",https://www.yes24.com/product/goods/160497918
795,이것이 UX/UI 디자인이다,조성봉,위키북스,2025년 10월,"31,500",https://www.yes24.com/product/goods/160471520
796,코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,"이상용, 정동진",앤써북,2025년 10월,"16,200",https://www.yes24.com/product/goods/160409598
797,SAP Public Cloud와 Private Cloud Edition 완전 정복,권영근,북랩,2025년 10월,"31,500",https://www.yes24.com/product/goods/160136114
798,"AI 음악 생성기, 수노(큰글자책)","양종모, 박은비",커뮤니케이션북스,2025년 10월,"25,000",https://www.yes24.com/product/goods/159636882
799,AI와 정밀 의료,김효정,커뮤니케이션북스,2025년 10월,"12,000",https://www.yes24.com/product/goods/159499662
800,나노 바나나,"문수민, 박범희, 앤미디어",생능북스,2025년 11월,"21,600",https://www.yes24.com/product/goods/159417254
801,AI와 전문직의 미래,김예성,커뮤니케이션북스,2025년 10월,"12,000",https://www.yes24.com/product/goods/159257393
802,가장 상세한 엑셀 함수 대백과,"쿠니모토 아츠코, 류승우",영진닷컴,2025년 10월,"25,200",https://www.yes24.com/product/goods/159171284
803,한글 2022,전경숙,교학사,2025년 10월,"13,500",https://www.yes24.com/product/goods/159074904
804,스타트업 서비스 설계는 처음인데요,강대명,더 타이즈,2025년 10월,"29,700",https://www.yes24.com/product/goods/158727530
805,"리액트, Next.js로 완성하는 프론트엔드",강경석,영진닷컴,2025년 10월,"32,400",https://www.yes24.com/product/goods/155152306
806,예제로 배우는 CATIA V5 기초,"김한승, 강병호, 김창완",좋은땅,2025년 02월,"19,800",https://www.yes24.com/product/goods/155062669
807,UX 교과서,"앤서니 콘타, 이미령",길벗,2025년 10월,"29,700",https://www.yes24.com/product/goods/155060238
808,할루시네이션을 줄여주는 프롬프트 엔지니어링,한성민,한빛미디어,2025년 09월,"28,800",https://www.yes24.com/product/goods/154648338
809,"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까",장동인,리코멘드,2025년 09월,"22,500",https://www.yes24.com/product/goods/154254878
810,AI와 미술 교육,손지현,커뮤니케이션북스,2025년 09월,"12,000",https://www.yes24.com/product/goods/154254873
811,디지털 마케팅 용어 도감,"다케우치 테츠야, 김모세",정보문화사,2025년 09월,"20,700",https://www.yes24.com/product/goods/154238820
812,코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서,엄가온,콩콩 컴퍼니,2025년 09월,"19,300",https://www.yes24.com/product/goods/154230854
813,요즘 개발자를 위한 시스템 설계 수업,"디렌드라 신하, 테자스 초프라, 양문규",길벗,2025년 09월,"31,500",https://www.yes24.com/product/goods/154159841
814,AI와 여가·관광,이정은,휴먼북스(교재),2025년 08월,"20,000",https://www.yes24.com/product/goods/154100759
815,크리핵티브의 한 권으로 끝내는 웹 해킹 바이블,하동민(크리핵티브),한빛미디어,2025년 10월,"54,000",https://www.yes24.com/product/goods/154076881
816,처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초,"시마자키 조제, 고영자",영진닷컴,2025년 09월,"18,000",https://www.yes24.com/product/goods/153848263
817,헤드 퍼스트 소프트웨어 아키텍처,"라주 간디, 마크 리처드, 닐 포드, 유동환, 최영수",한빛미디어,2025년 09월,"33,300",https://www.yes24.com/product/goods/153613588
818,밑바닥부터 시작하는 웹 브라우저,"파벨 판체카, 크리스 해럴슨, 이형욱, 최병운",한빛미디어,2025년 09월,"40,500",https://www.yes24.com/product/goods/153499985
819,AI 3대 강국,박영선,나남출판사,2025년 09월,"16,200",https://www.yes24.com/product/goods/153085270
820,"생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노","전진아, 김수연",앤써북,2025년 09월,"18,900",https://www.yes24.com/product/goods/153061112
821,"미드저니와 ComfyUI로 완성하는, 게임 그래픽",양영민,비엘북스,2025년 08월,"29,700",https://www.yes24.com/product/goods/152649327
822,AI와 문화 기술,김돈정,커뮤니케이션북스,2025년 09월,"12,000",https://www.yes24.com/product/goods/152579254
823,초보자도 쉽게 배우는 엑셀 2024 길라잡이,김영주,정보문화사,2025년 09월,"20,700",https://www.yes24.com/product/goods/152363144
824,AI와 국악 창작 교육,"권혜근, 정영선",커뮤니케이션북스,2025년 08월,"12,000",https://www.yes24.com/product/goods/152307412
825,데이터 리터러시를 높이는 데이터 시각화,"네이선 야우, 한상택",인사이트(insight),2025년 09월,"29,700",https://www.yes24.com/product/goods/152302455
826,프롬프트 엔지니어의 업무 가이드북,최영우,책과나무,2025년 08월,"19,800",https://www.yes24.com/product/goods/152026446
827,쓱 하고 싹 배우는 미리캔버스,김영미,영진닷컴,2025년 08월,"12,600",https://www.yes24.com/product/goods/151881498
828,정지훈의 양자 컴퓨터 강의,정지훈,한빛미디어,2025년 08월,"21,600",https://www.yes24.com/product/goods/151789405
829,된다! 하루 만에 만드는 AI 사진 & 이미지,김원석,이지스퍼블리싱,2025년 08월,"16,020",https://www.yes24.com/product/goods/151780100
830,Do it! 알고리즘 코딩 테스트 파이썬 편,김종관,이지스퍼블리싱,2025년 09월,"31,500",https://www.yes24.com/product/goods/151761784
831,라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차,"이현, 김경연, 김명생",광문각,2025년 08월,"26,000",https://www.yes24.com/product/goods/151682700
832,돌꿈_컴기초꿈트리(윈도우11_AI 친구들),"KIE 기획연구실, 방컴(쌤과 아이들)",아카데미소프트,2025년 09월,"12,600",https://www.yes24.com/product/goods/151379311
833,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,윤대희,위키북스,2025년 08월,"37,800",https://www.yes24.com/product/goods/151347071
834,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,설근민,제이펍,2025년 08월,"22,500",https://www.yes24.com/product/goods/151170115
835,AI 영상×미드저니·런웨이·소라·클링·하이루오,안재홍,길벗,2025년 08월,"23,400",https://www.yes24.com/product/goods/151152657
836,그림으로 개념 잡는 네트워크 입문,C.I.K,앤써북,2025년 08월,"15,930",https://www.yes24.com/product/goods/151045539
837,LLM 상담과 심리 치료,강수정,커뮤니케이션북스,2025년 08월,"12,000",https://www.yes24.com/product/goods/150866742
838,딥러닝 제대로 이해하기,"사이먼 J. D. 프린스, 고연이",제이펍,2025년 08월,"34,200",https://www.yes24.com/product/goods/150795058
839,챗GPT와 함께하는 주식 데이터 분석,"이진규, 김동준",영진닷컴,2025년 08월,"19,800",https://www.yes24.com/product/goods/150724085
840,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,한동규,앤써북,2025년 08월,"15,930",https://www.yes24.com/product/goods/150709449
841,챗GPT 공부 혁명,"전지영, 백수현, 이효진, 장수영, 손소영",포르체,2025년 08월,"20,700",https://www.yes24.com/product/goods/150556693
842,AI와 미래 자율 제조,"원홍인, 이상아, 윤종필, 이상목",커뮤니케이션북스,2025년 08월,"12,000",https://www.yes24.com/product/goods/150321727
843,Do it! 알고리즘 코딩 테스트 C++ 편,김종관,이지스퍼블리싱,2025년 08월,"35,100",https://www.yes24.com/product/goods/150240159
844,기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,"유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 정보 더 보기/감추기, 유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 박기성",책만,2025년 08월,"29,700",https://www.yes24.com/product/goods/150027797
845,AI와 디지털 헬스케어,임미가,커뮤니케이션북스,2025년 08월,"12,000",https://www.yes24.com/product/goods/149866407
846,만화로 쉽게 배우는 시계열 분석,"다카하시 이치로, 권기태",성안당,2025년 07월,"16,200",https://www.yes24.com/product/goods/149745776
847,아는 만큼 보이는 생성형 AI,김주영,길벗,2025년 07월,"19,800",https://www.yes24.com/product/goods/149680614
848,가장 쉬운 독학 캔바 첫걸음,"원정민, 조영진, 신명진, 이상수",동양북스(동양books),2025년 07월,"24,750",https://www.yes24.com/product/goods/149659316
849,오늘부터 회사에서 AI 합니다,"이활석, 업스테이지 AI 교육 부문",디지털북스,2025년 07월,"19,800",https://www.yes24.com/product/goods/149432094
850,쉽게 배우는 운영체제,조성호,한빛아카데미,2025년 07월,"33,000",https://www.yes24.com/product/goods/149421496
851,라이노 3D로 주얼리를 만들자,김현철,창조와지식,2025년 07월,"23,400",https://www.yes24.com/product/goods/149405513
852,AI 의인화,"김보경, 김소연",커뮤니케이션북스,2025년 07월,"12,000",https://www.yes24.com/product/goods/149374586
853,구글 AI Gemini 그림 초등왕,코딩 코치스,BOOKK(부크크),2025년 07월,"15,800",https://www.yes24.com/product/goods/149243919
854,인프라 엔지니어의 교과서,"사노 유타카, 김성훈",길벗,2025년 07월,"19,800",https://www.yes24.com/product/goods/149193207
855,AI 융합 교육 교사,김귀훈,커뮤니케이션북스,2025년 07월,"12,000",https://www.yes24.com/product/goods/148848952
856,생성형 AI를 활용한 논문 작성법,김귀훈,홍릉,2025년 06월,"29,000",https://www.yes24.com/product/goods/148767861
857,마인크래프트 건축 가이드 마법 프로젝트,"Mojang Studio, 강세중",영진닷컴,2025년 07월,"12,600",https://www.yes24.com/product/goods/148704026
858,파이썬으로 배우는 소프트웨어와 인공지능,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,"25,000",https://www.yes24.com/product/goods/148703391
859,인공 인간,"수잔 슈나이더, 이해윤, 김성묵",한울아카데미,2024년 05월,"22,000",https://www.yes24.com/product/goods/148420115
860,잘 통하는 보고서 작성의 비밀,임영균,한빛미디어,2025년 07월,"18,000",https://www.yes24.com/product/goods/148368955
861,AI 에디터 커서 Cursor 완벽 가이드,"키노시타 유이치로, 김모세",영진닷컴,2025년 07월,"19,800",https://www.yes24.com/product/goods/148350160
862,따라 하며 배우는 유니티 게임 개발,"아라카와 다쿠야, 아사노 유이치, 윤준",한빛미디어,2025년 06월,"21,600",https://www.yes24.com/product/goods/148184558
863,실무에서 SQL을 다루는 기술,"마크 사이먼, 조은옥",한빛미디어,2025년 06월,"29,700",https://www.yes24.com/product/goods/148181079
864,디자인 경험을 바꾸는 UX/UI 디자인 with AI,유훈식,한빛미디어,2025년 06월,"28,800",https://www.yes24.com/product/goods/148121780
865,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,권원일,STA(소프트웨어테스팅연구소),2025년 06월,"27,000",https://www.yes24.com/product/goods/147983588
866,버려지는 디자인 통과되는 디자인 - 편집 디자인,"이미정, 유은진",길벗,2025년 07월,"20,700",https://www.yes24.com/product/goods/147977458
867,소플의 처음 만난 Next.js,이인제,한빛미디어,2025년 06월,"35,100",https://www.yes24.com/product/goods/147976869
868,크리에이터를 위한 ChatGPT 활용 대전,"쿠니모토 치사토, 챗GPT 연구회",정보문화사,2025년 06월,"18,000",https://www.yes24.com/product/goods/147965771
869,AI와 사이버 보안,이승은,커뮤니케이션북스,2025년 06월,"12,000",https://www.yes24.com/product/goods/147870513
870,MOS 365 Word Associate,"김경희, 오해강",시대인,2025년 06월,"13,500",https://www.yes24.com/product/goods/147867784
871,"인공지능, 주식분석 좀 부탁해",곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,"21,600",https://www.yes24.com/product/goods/147852321
872,상상력을 작품으로 미리캔버스,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,"12,600",https://www.yes24.com/product/goods/147752757
873,생성형 AI 활용 백과사전,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키, 서수환",길벗,2025년 06월,"21,600",https://www.yes24.com/product/goods/147626022
874,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,"노무라 도모키, 김완섭",제이펍,2025년 07월,"25,200",https://www.yes24.com/product/goods/147569986
875,기후 위기와 인공지능,이천환,커뮤니케이션북스,2025년 06월,"12,000",https://www.yes24.com/product/goods/147569950
876,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],이경록,리코멘드,2025년 06월,"25,200",https://www.yes24.com/product/goods/147569409
877,C# 교과서,박용준,길벗,2025년 06월,"35,100",https://www.yes24.com/product/goods/147562377
878,AI로 하루 만에 영상 만들기 with 런웨이,"송태민, 서광민",한빛미디어,2025년 06월,"18,000",https://www.yes24.com/product/goods/147338262
879,코딩런 픽셀월드 대모험 피스켈&엔트리,코딩연구소,마린북스,2025년 05월,"13,500",https://www.yes24.com/product/goods/147132535
880,"AI가 대체하는, 대체 못하는 노동",김관욱,커뮤니케이션북스,2025년 06월,"12,000",https://www.yes24.com/product/goods/147124214
881,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,윤인도,제이펍,2025년 06월,"22,500",https://www.yes24.com/product/goods/147098139
882,AI와 교육 연극 (큰글자책),한귀은,커뮤니케이션북스,2025년 06월,"25,000",https://www.yes24.com/product/goods/147097407
883,입문자를 위한 맞춤형 AI 프로그램 만들기,다비드스튜디오,길벗,2025년 06월,"25,200",https://www.yes24.com/product/goods/147081442
884,"좋아 보이는 것들의 비밀, 컬러",최경원,길벗,2025년 06월,"26,100",https://www.yes24.com/product/goods/147079126
885,회사에서 바로 쓰는 AI 치트키,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,"18,000",https://www.yes24.com/product/goods/147078614
886,픽셀 아트 마스터 컬렉션,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, 정보 더 보기/감추기, ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan, m7kenji, 송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,"24,220",https://www.yes24.com/product/goods/147057325
887,탄탄한 기초를 위한 PLC 프로그래밍(XGB series),"김진태, 이현옥",예문사,2025년 05월,"26,100",https://www.yes24.com/product/goods/146529821
888,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",서혜미,아티오,2025년 05월,"15,300",https://www.yes24.com/product/goods/146504169
889,AI를 활용한 법률문서 작성법,김종엽,(주)박영사,2025년 05월,"27,000",https://www.yes24.com/product/goods/146335247
890,열정민쌤의 챗GPT&AI 수업 실전서,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,"18,000",https://www.yes24.com/product/goods/146143006
891,네이버 스마트스토어 운영하기,서미진,한빛미디어,2025년 05월,"18,900",https://www.yes24.com/product/goods/146041188
892,AI와 게임 인문학 (큰글자책),박주희,커뮤니케이션북스,2025년 04월,"25,000",https://www.yes24.com/product/goods/146012578
893,AI와 회계사,윤양인,커뮤니케이션북스,2025년 05월,"12,000",https://www.yes24.com/product/goods/146012572
894,AI 영상 제작 트렌드,진승현,커뮤니케이션북스,2025년 05월,"12,000",https://www.yes24.com/product/goods/146012568
895,혼자 만들면서 공부하는 딥러닝,박해선,한빛미디어,2025년 05월,"25,200",https://www.yes24.com/product/goods/146006911
896,AI와 정책 홍보의 변화,정휘관,커뮤니케이션북스,2025년 05월,"12,000",https://www.yes24.com/product/goods/146001337
897,Do it! 오토캐드 2026,박한울,이지스퍼블리싱,2025년 05월,"26,550",https://www.yes24.com/product/goods/145983717
898,LLM 엔지니어링,"폴 이우수틴, 막심 라본, 조우철",한빛미디어,2025년 05월,"34,200",https://www.yes24.com/product/goods/145962625
899,"AI 대전환 시대, 나는 리더","김기진, 황교석, 이재실, 최규철, 김택수, 정보 더 보기/감추기, 김기진, 황교석, 이재실, 최규철, 김택수, 마은경, 이소민, 채명석, 김대경, 최준오",에릭스토리,2025년 04월,"15,300",https://www.yes24.com/product/goods/145417424
900,AI 콘텐츠 트렌드,김민지,커뮤니케이션북스,2025년 04월,"12,000",https://www.yes24.com/product/goods/145394077
901,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,"런젠펑, 취안수쉐, 신준기",제이펍,2025년 05월,"24,300",https://www.yes24.com/product/goods/145227885
902,알고리즘으로 철학하기,변정수,이상북스,2025년 04월,"23,400",https://www.yes24.com/product/goods/145220345
903,AI와 미래 의사,임채영,커뮤니케이션북스,2025년 04월,"12,000",https://www.yes24.com/product/goods/145022805
904,AI와 미래 사회,손현주,커뮤니케이션북스,2025년 04월,"12,000",https://www.yes24.com/product/goods/145022203
905,처음부터 시작하는 Next.js / React 개발 입문,"미요시 아키, 김모세",AK(에이케이 커뮤니케이션즈),2025년 04월,"33,440",https://www.yes24.com/product/goods/145013501
906,예제로 배우는 C++ STL,"빌 와인먼, 유동환",영진닷컴,2025년 04월,"29,700",https://www.yes24.com/product/goods/144980037
907,이게 되네? 챗GPT 미친 크롤링 24제,박현규,골든래빗,2025년 04월,"23,400",https://www.yes24.com/product/goods/144868498
908,씽크톡톡 엑셀 2021,"도용화, 금미정",웰북,2025년 04월,"9,000",https://www.yes24.com/product/goods/144699966
909,인스타그램 마케팅으로 돈벌기,최영인,성안당,2025년 04월,"22,500",https://www.yes24.com/product/goods/144693678
910,AI와 반도체,최종수,커뮤니케이션북스,2025년 04월,"12,000",https://www.yes24.com/product/goods/144650380
911,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,황점희,시대인,2025년 04월,"10,800",https://www.yes24.com/product/goods/144554031
912,어른을 위한 이것이 인공지능이다,김명락,슬로디미디어,2025년 04월,"15,120",https://www.yes24.com/product/goods/144546046
913,일러스트와 만화를 위한 포즈 노하우,"마츠오카 신지, 고영자",영진닷컴,2025년 04월,"18,000",https://www.yes24.com/product/goods/144220706
914,"AI, 공정과 편향","박규동, 김근혜",커뮤니케이션북스,2025년 03월,"12,000",https://www.yes24.com/product/goods/144165612
915,교사를 위한 생성형 AI 활용 수업,김종혜,생능북스,2025년 04월,"14,400",https://www.yes24.com/product/goods/144129260
916,CATIA(카티아) 쉽게 따라하기,정경애,구민사,2025년 04월,"28,800",https://www.yes24.com/product/goods/144048800
917,이토록 쉬운 IT 인프라 기초,장두환,루비페이퍼,2025년 04월,"19,800",https://www.yes24.com/product/goods/144043886
918,50개의 프로젝트로 완성하는 파이썬 업무 자동화,오토코더,위즈앤북,2025년 03월,"19,800",https://www.yes24.com/product/goods/144043578
919,우아한 C 언어 코딩 패턴,"크리스토퍼 프레셰른, 정기훈",인사이트(insight),2025년 04월,"28,800",https://www.yes24.com/product/goods/144026018
920,챗GPT 일타강사의 직장인 업무 만렙 공략집,이승필,한빛미디어,2025년 03월,"21,600",https://www.yes24.com/product/goods/143909071
921,요즘 우아한 AI 개발,우아한형제들,골든래빗,2025년 04월,"21,600",https://www.yes24.com/product/goods/143753715
922,AI 사고철학,"이준헌, 조민호",더로드,2025년 03월,"18,000",https://www.yes24.com/product/goods/143666426
923,한 권으로 끝내는 미드저니,민자경,에듀웨이,2025년 04월,"20,700",https://www.yes24.com/product/goods/143604796
924,아이패드 디지털 캘리그라피 N잡러 되기,우연주,아티오,2025년 03월,"17,550",https://www.yes24.com/product/goods/143513509
